type,d,g,t,se_d,se_g,ci_lb_d,ci_ub_d,ci_lb_g,ci_ub_g,p_value,run,model_type,simulation,current_seen_hours,overall_seen_hours,batch_num,language,chronological_age,significant
tone_discrimination,0.0999822405914909,0.0999688829107171,-3.746333354215487,0.0266880375103124,0.0266880375071393,-0.2202067615634947,0.4201712427464766,-0.220220119225234,0.4201578850466683,0.0001812571467654,run1,apc,baseline,1044.0,1044.0,261000,english,12.0,significant
tone_discrimination,0.1158477947112344,0.1158323173839516,-4.340815476543165,0.0266880415784558,0.0266880415741958,-0.2043412318474702,0.4360368212699391,-0.2043567091491981,0.4360213439171014,1.4447900833163914e-05,run3,apc,baseline,1044.0,1044.0,261000,english,12.0,significant
tone_discrimination,0.1007537085880098,0.1007402478386995,-3.775240250780023,0.0266880376942931,0.0266880376910708,-0.2194352946706275,0.4209427118466472,-0.2194487554006083,0.4209292510780074,0.0001615168059457,run2,apc,baseline,1044.0,1044.0,261000,english,12.0,significant
tone_discrimination,0.1081785882763745,0.1081641355591699,-4.053450403533142,0.026688039537288,0.0266880395335734,-0.2120104260379033,0.4283676025906524,-0.2120248787328245,0.4283531498511644,5.115809493506221e-05,run1,apc,baseline,1566.0,1566.0,391501,english,18.0,significant
tone_discrimination,0.1084605718878481,0.1084460814974824,-4.064016326068544,0.0266880396098635,0.0266880396061295,-0.2117284428617909,0.4286495866374873,-0.2117429332297569,0.4286350962247218,4.890263807224164e-05,run3,apc,baseline,1566.0,1566.0,391501,english,18.0,significant
tone_discrimination,0.1000702287952241,0.1000568593591793,-3.749630271152667,0.0266880375312245,0.0266880375280458,-0.2201187734852077,0.420259231075656,-0.2201321429021843,0.420245861620543,0.0001788905592019,run2,apc,baseline,1566.0,1566.0,391501,english,18.0,significant
tone_discrimination,-0.0287951164643156,-0.0287912694213678,1.0789526680998007,0.026688026619251,0.0266880266189878,-0.3489840532866886,0.2913938203580573,-0.3489802062421619,0.2913976673994262,0.2806559358537436,run1,cpc,full_term,0.0,223.9,55976,english,0.0,not significant
tone_discrimination,-0.0005040084846813,-0.0005039411488784,0.0188851918680642,0.0266880256344829,0.0266880256344829,-0.320692939399689,0.3196849224303263,-0.3206928720638856,0.3196849897661288,0.9849333659235688,run3,cpc,full_term,0.0,223.9,55976,english,0.0,not significant
tone_discrimination,-0.0046751956331077,-0.0046745710244727,0.1751795242252747,0.0266880256601486,0.0266880256601416,-0.3248641267020769,0.3155137354358613,-0.3248635020934002,0.3155143600444547,0.8609449825708385,run2,cpc,full_term,0.0,223.9,55976,english,0.0,not significant
tone_discrimination,0.0407247691610205,0.0407193283100972,-1.5259566113748593,0.0266880276045458,0.0266880276040193,-0.2794641735718771,0.3609137118939182,-0.2794696144196424,0.3609082710398368,0.1270781558052348,run1,cpc,full_term,652.5,876.4,219101,english,7.5,not significant
tone_discrimination,0.0091277871903823,0.0091265677131357,-0.342018076402465,0.0266880257331641,0.0266880257331376,-0.3110611443165877,0.3293167186973524,-0.3110623637936756,0.3293154992199472,0.7323504562706664,run3,cpc,full_term,652.5,876.4,219101,english,7.5,not significant
tone_discrimination,0.0243801672340972,0.024376910030726,-0.9135245734653348,0.0266880263403405,0.0266880263401518,-0.2958087679151646,0.3445691023833592,-0.2958120251174042,0.3445658451788562,0.3610070514789139,run2,cpc,full_term,652.5,876.4,219101,english,7.5,not significant
