type,d,g,t,se_d,se_g,ci_lb_d,ci_ub_d,ci_lb_g,ci_ub_g,p_value,run,model_type,simulation,current_seen_hours,overall_seen_hours,batch_num,language,chronological_age,significant
ids_preference,-0.0788987914881756,-0.0786498994014621,-0.6111474109391918,0.0166796354568714,0.016679553763908,-0.3320274796129342,0.1742298966365829,-0.3317779676428297,0.1744781688399054,0.5416872408927582,run3,cpc,full_term,0.0,223.9,55976,english,0.0,not significant
ids_preference,0.132572227665417,0.1321540187453369,1.026900059835557,0.0167032820740586,0.0167030514263969,-0.1207358264069609,0.3858802817377951,-0.121152286415905,0.3854603239065788,0.305528867257098,run2,cpc,full_term,0.0,223.9,55976,english,0.0,not significant
ids_preference,0.5047641559266877,0.5031718399773921,3.9098863393330094,0.0171974726106424,0.0171941289594713,0.2477361752440426,0.7617921366093326,0.2461688470852598,0.7601748328695244,0.0001244660427798,run1,cpc,full_term,652.5,876.4,219101,english,7.5,significant
ids_preference,0.4497258116437965,0.448307118231671,3.483561157712076,0.0170880277201222,0.0170853734838691,0.1935170006834213,0.7059346226041717,0.1921182061482972,0.7044960303150447,0.0006010711220037,run3,cpc,full_term,652.5,876.4,219101,english,7.5,significant
ids_preference,0.5670155036031805,0.5652268111627919,4.392083204993059,0.0173364720444299,0.0173322528084526,0.3089508925950214,0.8250801146113396,0.3071936050951797,0.8232600172304042,1.7355898814494467e-05,run2,cpc,full_term,652.5,876.4,219101,english,7.5,significant
ids_preference,0.5034322796373066,0.5018441651905012,3.899569669957047,0.0171946751253766,0.0171913490961161,0.2464252049694131,0.7604393543052002,0.244861948636695,0.7588263817443075,0.0001292190169503,run1,cpc,full_term,783.0,1006.9,251726,english,9.0,significant
ids_preference,0.4344682130786705,0.4330976508923025,3.365376307420373,0.0170599221420328,0.0170574449483508,0.1784701888814765,0.6904662372758645,0.1771182135240893,0.6890770882605157,0.0008971508254899,run3,cpc,full_term,783.0,1006.9,251726,english,9.0,significant
ids_preference,0.513622195262141,0.5120019359710933,3.9785004169855327,0.0172162661655539,0.0172128041300794,0.2564538116667132,0.7707905788575689,0.2548594107941517,0.7691444611480349,9.386740236801796e-05,run2,cpc,full_term,783.0,1006.9,251726,english,9.0,significant
ids_preference,0.5212038833228805,0.5195597070347957,4.037227920176299,0.0172326114333142,0.0172290464357793,0.2639134497772479,0.778494316868513,0.2622958883527408,0.7768235257168505,7.610744372274456e-05,run1,cpc,full_term,913.5,1137.4,284351,english,10.5,significant
ids_preference,0.4596562079032957,0.4582061883200046,3.560481676380637,0.0171068413113834,0.017104068564614,0.203306395245224,0.7160060205613674,0.201877151616603,0.714535225023406,0.0004525988037923,run3,cpc,full_term,913.5,1137.4,284351,english,10.5,significant
ids_preference,0.5185215082978758,0.5168857937606586,4.016450332576047,0.0172268011553489,0.0172232727578991,0.2612744534059703,0.7757685631897813,0.2596650849189083,0.7741065026024088,8.131877519161688e-05,run2,cpc,full_term,913.5,1137.4,284351,english,10.5,significant
ids_preference,0.5293068987931432,0.5276371609420607,4.099993608117078,0.0172503454023125,0.0172466686950145,0.2718841113291468,0.7867296862571396,0.2702418082527532,0.7850325136313683,5.8050297586934094e-05,run1,cpc,full_term,1044.0,1267.9,316976,english,12.0,significant
ids_preference,0.4387098589429427,0.437325916170252,3.3982319550060445,0.0170676382090286,0.0170651124103211,0.1826539483560377,0.6947657695298477,0.1812889528333835,0.6933628795071206,0.000804797115182,run3,cpc,full_term,1044.0,1267.9,316976,english,12.0,significant
